StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID13,対人的援助01,清潔さ02,組織支援行動03,対人的援助04,誠実さ05,組織支援行動06,清潔さ07,誠実さ08,組織支援行動9,清潔さ10,対人的援助11,誠実さ12,誠実さ13,対人的援助14,対人的援助15,誠実さ16,対人的援助17,誠実さ18,対人的援助19,対人的援助20,職務上の配慮21,職務上の配慮22,組織支援行動23,誠実さ24,誠実さ25,職務上の配慮26,職務上の配慮27,職務上の配慮28,職務上の配慮29,組織支援行動30,組織支援行動31,組織支援行動32,組織支援行動33,QID14_1,ランダムID
2024-11-08 12:01:18,2024-11-08 12:07:30,IP Address,100,371,True,2024-11-08 12:07:30,R_4ibzzqSBmlOlzgS,qr,JA,派遣/契約社員,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,1. まったく行わない,3. たまに行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,2. めったに行わない,2. めったに行わない,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,2. めったに行わない,60,6750
2024-11-08 13:03:42,2024-11-08 13:14:50,IP Address,100,667,True,2024-11-08 13:14:51,R_4GxnkQCTvUjf9dD,anonymous,JA,技術部,3. たまに行う,5. つねに行う,2. めったに行わない,2. めったに行わない,4. しばしば行う,2. めったに行わない,5. つねに行う,4. しばしば行う,1. まったく行わない,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,2. めったに行わない,2. めったに行わない,3. たまに行う,1. まったく行わない,3. たまに行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,3. たまに行う,1. まったく行わない,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,50,3857
2024-11-08 13:12:17,2024-11-08 13:18:23,IP Address,100,366,True,2024-11-08 13:18:24,R_4v53w7OyfM9yokp,anonymous,JA,派遣/契約社員,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,5. つねに行う,1. まったく行わない,3. たまに行う,2. めったに行わない,2. めったに行わない,50,6474
2024-11-08 13:12:44,2024-11-08 13:21:39,IP Address,100,535,True,2024-11-08 13:21:40,R_4rdJmylZr9ZROfq,qr,JA,製造部,3. たまに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,1. まったく行わない,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,3. たまに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,75,6000
2024-11-08 13:16:53,2024-11-08 13:23:15,IP Address,100,381,True,2024-11-08 13:23:15,R_41ZuNYmoiC8ozlK,qr,JA,派遣/契約社員,3. たまに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,4. しばしば行う,2. めったに行わない,5. つねに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,1. まったく行わない,4. しばしば行う,1. まったく行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,5. つねに行う,5. つねに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,50,2009
2024-11-08 13:28:44,2024-11-08 13:33:17,IP Address,100,272,True,2024-11-08 13:33:17,R_4MaFSbVDFg4BryH,qr,JA,派遣/契約社員,4. しばしば行う,3. たまに行う,1. まったく行わない,3. たまに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,1. まったく行わない,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,3. たまに行う,4. しばしば行う,5. つねに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,1. まったく行わない,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,2. めったに行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,90,8517
2024-11-08 13:39:57,2024-11-08 13:45:28,IP Address,100,331,True,2024-11-08 13:45:28,R_4FWpUPn2aYZDFyH,qr,JA,派遣/契約社員,4. しばしば行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,5. つねに行う,2. めったに行わない,5. つねに行う,4. しばしば行う,1. まったく行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,3. たまに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,5. つねに行う,3. たまに行う,4. しばしば行う,5. つねに行う,5. つねに行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,1. まったく行わない,60,3552
2024-11-08 15:02:36,2024-11-08 15:06:43,IP Address,100,246,True,2024-11-08 15:06:44,R_4JFTvE8AjhcKpbN,qr,JA,派遣/契約社員,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,3. たまに行う,2. めったに行わない,2. めったに行わない,3. たまに行う,1. まったく行わない,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,1. まったく行わない,59,2956
2024-11-08 15:03:01,2024-11-08 15:08:30,IP Address,100,328,True,2024-11-08 15:08:31,R_4ImXanj0LQ28FjA,qr,JA,製造部,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,3. たまに行う,1. まったく行わない,4. しばしば行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,2. めったに行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,5. つねに行う,3. たまに行う,2. めったに行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,50,8152
2024-11-08 15:34:21,2024-11-08 15:39:19,IP Address,100,297,True,2024-11-08 15:39:20,R_4OCw95UdKf4EOQh,anonymous,JA,管理部,5. つねに行う,3. たまに行う,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,3. たまに行う,3. たまに行う,3. たまに行う,5. つねに行う,1. まったく行わない,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,3. たまに行う,3. たまに行う,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,3. たまに行う,3. たまに行う,2. めったに行わない,70,1019
2024-11-09 07:38:17,2024-11-09 07:44:28,IP Address,100,370,True,2024-11-09 07:44:29,R_4HRDAQeUK0E4EB4,qr,JA,派遣/契約社員,3. たまに行う,5. つねに行う,2. めったに行わない,3. たまに行う,5. つねに行う,2. めったに行わない,5. つねに行う,5. つねに行う,1. まったく行わない,5. つねに行う,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,1. まったく行わない,4. しばしば行う,1. まったく行わない,1. まったく行わない,5. つねに行う,4. しばしば行う,4. しばしば行う,1. まったく行わない,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,80,4905
2024-11-08 15:02:23,2024-11-09 10:37:05,IP Address,100,70482,True,2024-11-09 10:37:06,R_42F7SjMqzvwBTNv,qr,JA,派遣/契約社員,4. しばしば行う,3. たまに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,2. めったに行わない,3. たまに行う,5. つねに行う,2. めったに行わない,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,5. つねに行う,2. めったに行わない,5. つねに行う,2. めったに行わない,3. たまに行う,5. つねに行う,5. つねに行う,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,80,3087
2024-11-09 10:31:26,2024-11-09 12:22:33,IP Address,100,6666,True,2024-11-09 12:22:33,R_4anZmdxfTJ5FACB,qr,JA,派遣/契約社員,2. めったに行わない,4. しばしば行う,2. めったに行わない,3. たまに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,1. まったく行わない,3. たまに行う,2. めったに行わない,3. たまに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,1. まったく行わない,2. めったに行わない,2. めったに行わない,1. まったく行わない,1. まったく行わない,80,3576
2024-11-11 08:32:16,2024-11-11 08:35:47,IP Address,100,211,True,2024-11-11 08:35:48,R_4WMh8U3O12kXoEX,qr,JA,派遣/契約社員,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,2. めったに行わない,2. めったに行わない,92,1650
2024-11-11 08:35:15,2024-11-11 08:38:19,IP Address,100,183,True,2024-11-11 08:38:20,R_4Pc93N5qt0BxdY4,qr,JA,派遣/契約社員,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,1. まったく行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,2. めったに行わない,70,7242
2024-11-11 08:40:37,2024-11-11 08:49:20,IP Address,100,522,True,2024-11-11 08:49:20,R_4HFHYDqf1gGZy3z,qr,JA,派遣/契約社員,2. めったに行わない,5. つねに行う,3. たまに行う,2. めったに行わない,5. つねに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,4. しばしば行う,3. たまに行う,4. しばしば行う,1. まったく行わない,4. しばしば行う,1. まったく行わない,4. しばしば行う,1. まったく行わない,1. まったく行わない,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,3. たまに行う,2. めったに行わない,1. まったく行わない,2. めったに行わない,1. まったく行わない,75,9015
2024-11-11 10:44:15,2024-11-11 10:49:35,IP Address,100,319,True,2024-11-11 10:49:35,R_42zO6UWi0Gt7TdM,anonymous,JA,管理部,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,2. めったに行わない,1. まったく行わない,2. めったに行わない,1. まったく行わない,1. まったく行わない,40,6868
2024-11-11 12:40:50,2024-11-11 12:52:14,IP Address,100,684,True,2024-11-11 12:52:15,R_1EsnYci5sV4DbCS,qr,JA,派遣/契約社員,3. たまに行う,5. つねに行う,1. まったく行わない,3. たまに行う,5. つねに行う,1. まったく行わない,5. つねに行う,4. しばしば行う,5. つねに行う,5. つねに行う,3. たまに行う,3. たまに行う,5. つねに行う,1. まったく行わない,1. まったく行わない,5. つねに行う,1. まったく行わない,5. つねに行う,1. まったく行わない,1. まったく行わない,5. つねに行う,3. たまに行う,5. つねに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,5. つねに行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,100,1981
2024-11-07 08:19:31,2024-11-11 13:28:40,IP Address,100,364149,True,2024-11-11 13:28:41,R_4l2BgcKMu1Ok8LL,anonymous,JA,営業部,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,5. つねに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,2. めったに行わない,5. つねに行う,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,80,1341
2024-11-07 18:12:27,2024-11-11 14:49:57,IP Address,100,333450,True,2024-11-11 14:49:58,R_4iJgSQ6eIKqU39T,anonymous,JA,管理部,4. しばしば行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,25,5468
2024-11-11 15:29:10,2024-11-11 15:33:13,IP Address,100,243,True,2024-11-11 15:33:14,R_49T3s6n6aMLfQbv,anonymous,JA,製造部,3. たまに行う,5. つねに行う,3. たまに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,1. まったく行わない,2. めったに行わない,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,1. まったく行わない,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,20,5784
2024-11-11 15:35:16,2024-11-11 15:39:09,IP Address,100,233,True,2024-11-11 15:39:10,R_4KpgMp17hbx1MiL,anonymous,JA,事業企画開発部,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,2. めったに行わない,5. つねに行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,3. たまに行う,1. まったく行わない,3. たまに行う,3. たまに行う,3. たまに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,1. まったく行わない,2. めったに行わない,1. まったく行わない,1. まったく行わない,60,3518
2024-11-11 19:10:44,2024-11-11 20:20:33,IP Address,100,4189,True,2024-11-11 20:20:33,R_4dQzU6i7upvRN0P,qr,JA,派遣/契約社員,2. めったに行わない,3. たまに行う,2. めったに行わない,2. めったに行わない,4. しばしば行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,1. まったく行わない,4. しばしば行う,2. めったに行わない,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,2. めったに行わない,4. しばしば行う,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,2. めったに行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,65,1348
2024-11-12 08:40:34,2024-11-12 08:48:01,IP Address,100,447,True,2024-11-12 08:48:02,R_4OD2n37QTiRHxtc,anonymous,JA,営業部,3. たまに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,5. つねに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,5. つねに行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,5. つねに行う,2. めったに行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,20,3841
2024-11-12 08:44:22,2024-11-12 08:53:45,IP Address,100,562,True,2024-11-12 08:53:45,R_4PtAB6bb0S3MVzM,anonymous,JA,製造部,4. しばしば行う,5. つねに行う,5. つねに行う,2. めったに行わない,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,3. たまに行う,5. つねに行う,4. しばしば行う,5. つねに行う,3. たまに行う,3. たまに行う,2. めったに行わない,5. つねに行う,4. しばしば行う,5. つねに行う,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,40,8148
2024-11-12 09:00:54,2024-11-12 09:05:56,IP Address,100,302,True,2024-11-12 09:05:57,R_4yGxKApIlwWvq5b,anonymous,JA,技術部,2. めったに行わない,5. つねに行う,3. たまに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,1. まったく行わない,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,1. まったく行わない,3. たまに行う,1. まったく行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,5. つねに行う,5. つねに行う,2. めったに行わない,5. つねに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,0,2568
2024-11-12 09:03:10,2024-11-12 09:12:29,IP Address,100,558,True,2024-11-12 09:12:29,R_41NHhkPcXEMY08d,anonymous,JA,製造部,3. たまに行う,5. つねに行う,5. つねに行う,3. たまに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,4. しばしば行う,2. めったに行わない,2. めったに行わない,3. たまに行う,5. つねに行う,3. たまに行う,3. たまに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,4. しばしば行う,1. まったく行わない,1. まったく行わない,1. まったく行わない,1. まったく行わない,40,9342
2024-11-12 09:13:39,2024-11-12 09:19:19,IP Address,100,340,True,2024-11-12 09:19:19,R_4j8lYVnpD992xw1,anonymous,JA,営業部,4. しばしば行う,5. つねに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,3. たまに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,5. つねに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,0,6188
2024-11-12 09:16:49,2024-11-12 09:20:23,IP Address,100,213,True,2024-11-12 09:20:23,R_4PGdhv6Qvd0QXrN,anonymous,JA,営業部,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,5. つねに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,2. めったに行わない,2. めったに行わない,1. まったく行わない,1. まったく行わない,38,4809
2024-11-12 09:30:35,2024-11-12 09:35:03,IP Address,100,268,True,2024-11-12 09:35:04,R_42NJzHjuUm5aQLv,anonymous,JA,管理部,5. つねに行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,5. つねに行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,1. まったく行わない,3. たまに行う,5. つねに行う,4. しばしば行う,2. めったに行わない,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,4. しばしば行う,25,9084
2024-11-12 12:56:42,2024-11-12 13:00:43,IP Address,100,241,True,2024-11-12 13:00:44,R_4hrwzxK89gLUz2p,qr,JA,派遣/契約社員,2. めったに行わない,5. つねに行う,2. めったに行わない,2. めったに行わない,5. つねに行う,2. めったに行わない,5. つねに行う,5. つねに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,21,7722
2024-11-06 17:29:17,2024-11-12 13:22:47,IP Address,100,503609,True,2024-11-12 13:22:47,R_4SZbdOvMOpirc77,anonymous,JA,事業企画開発部,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,2. めったに行わない,1. まったく行わない,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,5. つねに行う,2. めったに行わない,2. めったに行わない,5. つねに行う,3. たまに行う,5. つねに行う,3. たまに行う,3. たまに行う,5. つねに行う,4. しばしば行う,3. たまに行う,3. たまに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,40,2494
2024-11-12 18:47:55,2024-11-12 18:55:02,IP Address,100,427,True,2024-11-12 18:55:03,R_4gO845L2qf0wGtb,anonymous,JA,技術部,3. たまに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,2. めったに行わない,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,4. しばしば行う,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,50,1319
2024-11-12 18:51:49,2024-11-12 19:17:13,IP Address,100,1524,True,2024-11-12 19:17:14,R_4EGvAyiGm7GcqTh,anonymous,JA,開発2部,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,2. めったに行わない,3. たまに行う,2. めったに行わない,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,4. しばしば行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,5. つねに行う,4. しばしば行う,5. つねに行う,3. たまに行う,4. しばしば行う,40,2678
2024-11-06 16:31:16,2024-11-06 16:35:20,IP Address,38,244,False,2024-11-13 16:35:23,R_43kXJA7CckUNTtE,anonymous,JA,製造部,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,3. たまに行う,3. たまに行う,3. たまに行う,4. しばしば行う,,,,,,,,,,,,,,,,,,,,,,,,,,,9616
2024-11-06 16:51:38,2024-11-06 16:59:44,IP Address,13,486,False,2024-11-13 16:59:50,R_4dGEWoAk9HfKnN1,anonymous,JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831
2024-11-11 12:38:07,2024-11-11 12:39:23,IP Address,25,75,False,2024-11-13 17:04:54,R_1g7roQtgROeqMyr,qr,JA,派遣/契約社員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7531
2024-11-08 08:59:10,2024-11-08 09:06:31,IP Address,88,440,False,2024-11-13 17:04:54,R_4DqiQfIzgBXg2Qc,anonymous,JA,営業部,5. つねに行う,5. つねに行う,3. たまに行う,5. つねに行う,3. たまに行う,4. しばしば行う,5. つねに行う,3. たまに行う,2. めったに行わない,4. しばしば行う,5. つねに行う,4. しばしば行う,3. たまに行う,5. つねに行う,4. しばしば行う,3. たまに行う,3. たまに行う,5. つねに行う,5. つねに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,4. しばしば行う,4. しばしば行う,4. しばしば行う,3. たまに行う,2. めったに行わない,2. めったに行わない,2. めったに行わない,2. めったに行わない,45,4459
2024-11-11 08:34:39,2024-11-11 08:34:52,IP Address,25,13,False,2024-11-13 17:04:55,R_4VrOiEEVWkMPEFZ,qr,JA,製造部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7354
2024-11-12 09:00:42,2024-11-12 09:12:23,IP Address,13,700,False,2024-11-13 17:04:56,R_4EhggPvkW4f7CRX,anonymous,JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9147
